Özgün Değer Rapor	Özgün Değer
Proje önerisinde, Kuzey Kıbrıs Türk Cumhuriyeti’nde ortaokul yabancı dil öğretim programı, Öğrenme Coşkusu (ÖC) değişkeni açısından ele alınmaktadır. Aşağıda belirtilen hususlar Proje önerisinin özgün değerini kısıtlamaktadır:Kuramsal ve kavramsal çerçevenin proje önerisinde belirtilmemiş olması. Her ne kadar proje kapsamında ilgili kavramların oluşturulacağı belirtilmiş olsa bile proje öneri metninde gerekli alanyazın kapsamlı bir şekilde taranmamış ve sağlam bir alt yapı oluşturulmamıştır.Kuramsal anlamda yabancı dil öğretimi programının ÖC değişkeni anlamında nasıl analiz edileceği ve bu analizden hareketle nasıl güncelleneceği belirtilmemiştir.Proje önerisinde araştırılması gereken birçok nokta (örneğin: ÖC’nin ortaokullarında düşük olduğu varsayımı ve yabancı dil programının ÖC’yi desteklemediği) varsayım olarak alınmıştır. Oysa bu hususlar bir varsayım olarak alınmayıp varlığının/düzeyinin araştırılması beklenir.Pilot çalışmanın proje önerisinde hedeflenen ortaokul öğrencileri üzerinde yapılmamış olması ve önerilen risk çözüm planının da pilot çalışmanın bu sorununu çözemeyeceği düşünülmektedir.ÖC kavramı, kavramsal ve operasyonel olarak tanımlanmadığı için ÖC’nin hangi değişkenlerle ilişkili olabileceği konusunda bir açıklama, kavramsal çerçeve bulunmamaktadır. Bu nedenle, proje önerisinin ÖC’yi etkileyebilecek/yordayabilecek öğretmen, sınıf içi uygulamaların niteliği, öğrenme/öğretme yaklaşımları gibi pek çok değişken yerine öncelikli olarak öğretim programına odaklanması kavramsal olarak ve ampirik açıdan dayanaktan yoksun gözükmektedir.	1,40
"Proje önerisi, e-yönetişim çerçevesinde belediyelerin yeni medya ortamlarında sunmuş oldukları hizmetleri ölçerek, belediye-yurttaş etkileşimini ve bu süreci etkileyen faktörleri Kocaeli ili örneği özelinde incelemeyi amaçlamaktadır. Proje önerisi gerek literatüre katkı gerekse de somut olarak belediye-yurttaş etkileşiminde yeni medyanın rolüne dair somut veriler sunabilecek olması açısından özgün değere sahip olduğu değerlendirilebilir. Proje önerisinin özgün değeri olarak e-yönetişim olgusunu yurttaş ve yerel yönetimler bağlamında birlikte ele alan, bütüncül bir yaklaşımının söz konusu olması vurgulanmıştır. Etkileşime etki eden faktörler ve etkileşimin her iki yönünü birlikte ele alması nedeniyle çalışma özgün bir çalışmadır. Revize edilen proje önerisinde kuramsal artalanı besleyen demokratik katılım ve dijital beceriler ile ilgili tartışmaların yerine e-yönetişim kavramının geldiği görülmektedir. Bu bağlamda projenin amacı Kocaeli ili ve ilçe belediyelerinin e-yönetişim çerçevesinde yeni medya ortamlarında sunmuş oldukları hizmetleri ölçerek belediye yurttaş etkileşimini ve bu süreci etkileyen faktörleri ortaya çıkarmaktır.  Ancak, aşağıda da belirtilen bazı hususlar çalışmanın özgün değer potansiyeline olumsuz etki etmektedir:Proje önerisinin özgün değeri olarak ifade edilen her iki öznenin (belediye ve yurttaş) birlikte ele alınması önemlidir, ancak ilk çalışma olması tespiti fazla iddialıdır.Literatür taraması bölümünde ele alınan önceki çalışmalarda  “E-Yönetişim Bağlamında Yeni Medya Ortamlarında Belediye-Yurttaş Etkileşimi”ne etki eden faktörlere yer verildiği görülmektedir. Örneğin,”Alanyazında bu konuda yapılan çalışmalar belediye-yurttaş etkileşimine etki eden temel faktörleri şöyle saptamıştır; uzman personel eksikliği, maliyet, kurum çalışanlarının ve vatandaşların e-devlet konusundaki bilgi eksiği, teknoloji yetersizliği, yerel ağ yetersizliği, portal yetersizliği, hukuki alt yapı yetersizliği, gizlilik ve güvenlik eksikliği, geçersiz iş süreç ve kuralları (Chen ve Gant, 2001: 344; Şahin, 2008), özerk yönetimin olmaması (Merkezi idari veraset), sürdürülemez kalkınma, kaynakların etkisiz ve verimsiz kullanımı (Çoruh, 2010).” Projenin bu bulgulardan farklı, yeni bir bulgu elde edip edemeyeceği belirtilmemektedir.  Bu durum çalışmanın özgün değer potansiyeline olumsuz etki etmektedir.Proje önerisinde internet erişimi olmayan ve/veya olsa da bu mecraları çeşitli nedenlerle kullanamayan nüfusun dâhil edilmemesi dijital uçurumun bir faktör olarak çalışmanın bir parçası olmasını zorlaştırmaktadır. Proje önerisinde bu hususa yönelik sınırlılıkların daha derinlikli tartışılması çalışmanın özgün değerine katkı sağlayacaktır."	3,60
"Proje önerisi, Türkiye'deki vatandaşlık zihniyetinin oluşumunda Yeşilçam sinemasının rolünü incelemeyi hedeflemekte, bu bağlamda da sinemanın vatandaşlık bilinci yaratmadaki rolünü açığa çıkarmayı amaçlamaktadır. Çalışma panel raporunda da belirtildiği üzere yeniden isimlendirilmiştir, bu kez yeni başlık sinemada vatandaşlık kurgusu üzerinedir ve çalışmanın amacını ve kapsamını daha iyi ifade etmektedir. Sinemanın zihniyet oluşumuna katkısı pedagojik boyutun eklenmesiyle güçlendirilmiştir. Proje önerisinde, önceki başvuruda yer alan, izleyici alımlama çalışmasına yer verilmesini gerektiren ve ""vatandaşlık zihniyetinin oluşumunda sinemanın rolü"" cümlesinde açığa çıkan ifadelerden kaçınılmış olduğu görülmektedir. Onun yerine sinemada nasıl bir temsil veya kurgu oluşturulduğuna odaklanan bakış ile özgün değer daha somut olarak ortaya konmuştur.Çalışmanın disiplirlerarası olma özelliği öneriye özgün değer katmaktadır. Benimsenen disiplinler-arası yaklaşımından dolayı siyaset bilimi ve milliyetçilik, vatandaşlık, film çalışmaları, kültürel çalışmalar ve hukuk sosyolojisi gibi farklı alanları bir araya getiren ve bu alanlara özgü farklı yaklaşım ve yöntemleri birlikte kullanan özgün bir çalışmadır. Milliyetçilik ve vatandaşlık çalışmalarına doğrudan sinema üzerinden bakmak çalışmayı özgün kılmaktadır.Bununla birlikte göz önüne alınması gerektiği düşünülen bir kaç nokta bulunmaktadır. Çalışmada Amerikan Hollywood filmlerinden yola çıkarak Türkiye'deki vatandaş tiplemelerinin sinemada nasıl inşa edildiğinin ele alınması hedeflenmiştir. Dolayısıyla, Berlant'ın ortaya koyduğu iki vatandaş tiplemesinin (çocuksu vatandaş ve yetkin vatandaş) karşılıkları, Türk sinemasında aranmaktadır. Çalışma, bu vatandaş tiplemelerinin/karakterlerinin Türk sinemasına uyarlanabileceği varsayımından yola çıkmakta ve 1960-1980 yılları arasında onar yıllık bir sınıflandırma yapmaktadır. Burada temel sorun  söz konusu sınıflandırmanın Türkiye'ye uyarlanıp uyarlanamayacağına ilişkindir. Ayrıca projede adalet kavramının filmlerde sadece mahkeme salonu, cezaevi gibi mekânlar ekseninde düşünülmesi- belli bir somutluk kazandırsa da- eksik bir çözümlemeye götürebilir.  Proje önerisinin disiplinler arası bir perspektifle geniş bir eksene oturtulması dolayısıyla kullanılan kavramların, sinemanın pedagojik işlevinden sinemanın milliyetçilik ve ulus inşasındaki rolüne kadar uzanması, çalışmanın odaklanmasını engellemekte ve özgün değeri bazı açılardan zayıflatma riskini  içermektedir.Türkiye’de vatandaşlık kurgusu ve sinemanın ele alındığı bir metinde sosyo kültürel, ekonomik ve tarihsel ardalana ilişkin tartışmalar eksik kalmıştır. 1960-1980 dönemi içerisinde hem politik hem de ekonomik dönüşümler ve bunların sinema üretim alanına yansımaları üzerine de değerlendirmeler yapılırsa metinlerdeki temsil daha anlamlı bir çerçeveye oturur.Proje önerisinde analiz edilecek metinlerdeki vatandaş tipleri bilinçli ve ideolojik bir alt yapı ile mi oluşturuluyor yoksa tür sinemasının genel özellikleri doğrultusunda mı ortaya çıkıyor sorusu yanıtlanmamaktadır. Tür sinemasının biçime ve içeriğe yönelik belirleyici anlatı özellikleri tartışılmamıştır.Önerinin literatür özeti kısmının, özellikle Yeşilçam ile ilgili olmak üzere, film çalışmalarıyla ilgili kaynaklara yeterince başvurulmadığı görülmektedir.Proje önerisinde Türkiye’de vatandaşlık zihniyeti ve normlarının nasıl sinema üzerinden oluşup yaygınlaştığını ve bu bağlamda nasıl bir vatandaş tiplemesinin oluştuğuna dair önceki raporda belirtilen nedenler çerçevesinde gerekli düzenlemeler yapılmamıştır. "	3,60
"Projenin genel amacı; uyuşturucu kullananların medyayı takip etme düzeylerini belirlemek, medya içeriklerinden nasıl etkilendiklerini ortaya koymak, uyuşturucu konusunun medyadaki temsilini betimlemek ve yerli/yabancı literatürü harmanlayarak konunun paydaşı olan kesimlerin görüş ve önerileri doğrultusunda çözümün bir parçası olmak üzere medya, kamuoyu ve tüm ‘mücadele’ verenler için yol gösterici nitelikte Uyuşturucuyla Mücadele Kamuoyu ve Medya Kılavuzu geliştirerek uyuşturucuyla mücadele faaliyetlerine katkıda bulunmaktır. Bu amaçla farklı kesimlerden veri toplayarak Uyuşturucuyla Mücadele Kamuoyu ve Medya Kılavuzu adındaki kılavuzu ortaya koyması ve bu bağlamda uyuşturucuyla mücadelede bir politika geliştirilmesine yardımcı olması açısından özgün değer taşımaktadır.Öte yandan proje önerisinin özgün değerine ilişkin aşağıdaki eksiklikler tespit edilmiştir; Medya içeriklerinde sadece uyuşturucu ile ilgili değil pek çok başka konuda da ortak bir dil ve içerik birliğinin sağlanmasının veya sağlanamamasının yapısal nedenleri vardır. Bu nedenlere ilişkin metinde bir farkındalık söz konusu değildir.İkinci amacın nasıl gerçekleştirileceği ve/veya bunun nasıl ortaya konulacağı tartışmalıdır.  “ Medya içeriklerinden etkilenme düzeyleri araç ve içerik türüne göre nedir?” sorusunun yanıtı nasıl belirleneceği net değildir. Bu çalışmada en temel eksikliklerden birisi medya ve etki sorunsalına yönelik derinlikli bir tartışma içermemesidir. Bu konu sadece bir paragrafta anılmıştır, oysaki bütün bir proje önerisi bu sorunsal üzerine inşa edilmiştir. Proje tasarımının medyaya yönelik kavrayışının daha net ifade edilmesi gerekir. Uyuşturucu temsili ve diğer konu başlıkları medya ve etik tartışması bağlamında da ele alınabilir. Çalışmada özgün değer olarak tanımlanan ‘Uyuşturucuyla Mücadele Kamuoyu ve Medya Kılavuzu’nu hazırlama aşaması özgün değerden daha çok yaygın etkiyi tanımlayacak bir sonuçtur. “Bu projede elde edilecek bulgular devletin uyuşturucuyla mücadeleye yönelik politikalarında kullanılmak üzere Sağlık Bakanlığı bünyesindeki Uyuşturucuyla Mücadele İletişim Kurulu’nun bilgisine sunulacaktır.” ifadesiyle çalışmanın belirli bir topluluk ve/veya grup için yürütüldüğü algısı oluşmaktadır, oysaki bilimsel çalışmalarda hedef kitle ve çalışmaların kamuoyu sadece devlet kurumlarıyla sınırlı değildir, örneğin sivil toplum örgütleri, eğitim kurumları da bu kullanıcı/ yararlanıcı grubu içerisinde yer alabilir."	3,60
"Proje önerisi, sosyal medya platformları için hâlihazırda kullanılan metrikleri bütünsel bir yapı içerisinde sunmayı,  otomatik imge ve metin analizlerini de dâhil ederek ağ yapısını betimleyen metriklere bağımlılık katsayısı, başarı katsayısı, nitelik/duygu katsayısı ve sosyallik katsayısı gibi yenilerini eklemeyi hedeflemektedir. Bu bağlamda doğa bilimleri, formel bilimler ve beşeri bilimler arasında bağ kurarak, sosyal medya kullanımının doğasını bütüncül bir perspektifte ortaya koyma iddiasındadır. Niceliksel ve niteliksel analizleri birleştirerek hem semantik hem de niceliksel bağlamda sosyal medya kullanımının doğası, özellikleri, yaygınlaşması, içeriği gibi meseleler üzerinde yeni yaklaşımlar, yeni ölçüm sistemleri geliştirme çabasında olduğunu vurgulamaktadır.Öte yandan proje önerisinin özgün değeri açısından aşağıdaki eksiklikler tespit edilmiştir;Doğası gereği parçalı, dinamik ve sürekli yeniden inşa olan sosyal medyanın bütünsel analizini yapmak için metrikler geliştirmek analizi yapılan nesnenin tarif edilen doğası ile uyumlu değildir. Özgün değerde bahsedilen bütünsel analizin neden gerekli olduğunun gerekçeleri net bir şekilde ifade edilmemiştir.Özellikle sosyo kültürel özgün değerler söz konusu olduğunda proje önerisinin belli bir yönelim içermemesi ve sosyo kültürel kavramların belli bir çerçeve içerisinde sunulmaması özgün değeri olumsuz etkilemektedir.(Örneğin; duygulanımsal analiz, kültürel analitik yaklaşımlar, global dil ve yaklaşım, davranış ve topluluk eğilimleri , paylaşım içeriği gibi) "	3,60
"Proje önerisi “sosyal medya kullanımının yaşlılar üzerinde nasıl etki yarattığını ortaya koyan, üç adımda gerçekleştirilen bir eylem araştırması” olarak tasarlanmıştır. İlk adımda sosyal medya eğitimi verilip sosyal medya kullanımlarının yaşam kalitesini nasıl etkilediğinin incelenmesi; İkinci adımda bir tablet uygulaması geliştirilmesi; ve üçüncü adımda ise geliştirilen uygulamanın kullanımı sonrasında yaşam kalitesinin nasıl değiştiğinin incelenmesi planlanmaktadır. Bunlar içerisindeki bir aplikasyon geliştirilme ve doğrudan dönüştürücü etki tasarlanması fikir olarak özgün bir değer taşımaktadır.Öte yandan aşağıda belirtilen eksiklikler tespit edilmiştir;Literatür özetinde; dünyadaki demografik dönüşüm ile ilgili arkaplan verilmesine karşın kullanılan kaynaklar güncel değildir. Kaynakların güncellenmesi çalışmanın arkaplanı ve gerekçesini güçlendirecektir ve araştırmacılar için öngörü sağlayabilecektir. Türkiye’nin içinden geçtiği demografik dönüşüm süreci ele alınmasına karşın bu bölümde projeksiyonların sunumunda kullanılan kaynaklar 10 yıl öncesine aittir. Bu kaynakların güncellenmesi yararlı olacaktır. Bakıma muhtaçlık durumunun değerlendirildiği bölümde yaşlıların yaşam aranjmanlarıyla ilgili tespitler için kullanılan araştırma 10 yıl öncesine aittir. Çıkarımlara ulaşılan ve araştırma için önemli dayanak noktalarından birisini oluşturan bu tip değerlendirmeler için güncel kaynakların kullanılması yerinde olacaktır. Yaşlıların karşılaştığı sorunların sıralandığı bölümde de kullanılan kaynaklar 1995 ve 1996 yıllarına aittir. 20 yıl öncesiyle kıyaslandığında günümüzde yaşlıların gündemi ve sorunları çeşitlilik göstermektedirKurum bakımının ve bakım modellerinin değerlendirildiği bölümde de kaynaklar 1996, 2001 ve 2004 yıllarına aittir. Nitekim bu kaynaklara dayanılarak ulaşılan sonuçlar (örneğin “psikososyal hizmetleri bünyesinde barındırmamaktadır”) güncel değildir. Yoksullukla ilgili değerlendirmelerde de 1990 yılına ait kaynaklar kullanılmaktadır. Güncel kaynaklara başvurularak yaşlı yoksulluğu ele alınmamıştır. Araştırma sorusunun yer aldığı bölüme kadar yapılan tüm tartışmalarda (medya kullanımı konusunda sunulan güncel bulguların dışında) kullanılan kaynakların çoğu 2000 yılı öncesine aittir. Kavramsal çerçevede güncel olmayan kaynaklar kullanılarak varsayımlar üretilmesi nedeniyle önerinin özgün değeri zayıflamaktadır. Hipotezlerde mutluluk, memnuniyet ve yaşam doyumu birbiriyle eş anlamlı olacak biçimde kullanılmıştır. Yaşam doyumu ve memnuniyet kavramsallaştırması sorunludur. Yaşlılık ile ilgili literatür özetinde alandaki önemli kaynaklar ve güncel çalışmalara yer verilmelidir. Farklı ülkelerin ve kültürlerin yaşlanma dinamikleri hakkında bütüncül ve güncel çalışmalara ulaşmak için The Gerontologist dergisinin ve burada International Spotlight bölümünün taranması yararlı olacaktır.“Yaşlıllığın kadınsallaşması” kavramsallaştırması bağlamında toplumsal cinsiyet boyutu eksik kalmıştır.Öneride “sosyal medya”, yaşlıların sosyalleşmesini sağlayarak yalnızlık hislerini azaltacak, yaşam doyumlarını arttırarak, yaşlıların hayat kaliteleri üzerinde olumlu etkiler yaratacak tamamen pozitif çıktılar yaratan bir alan olarak değerlendirilmektedir. Ancak, bu değerlendirme, proje önerisinde,  “sosyal medya” kavramına ilişkin tutarlı ve kapsamlı teorik bir perspektifin yetersizliğinden dolayı, normatif düzeyde kalmaktadır. Bu bağlamda sosyal medya kavramına ilişkin teorik bağlam ve tartışmanın yetersiz olması, çalışmanın özgün değerini de doğrudan etkilemektedir. Bu eksiklikten dolayı gerek proje kapsamında yaşlılara verilmesi planlan “sosyal medya eğitimi”nin içeriğine, gerekse de, hangi sosyal medya platformları aracılığıyla yaşlıların yaşam doyumlarındaki değişimlerin gözlemlenip ölçülebileceğine ilişkin yeterli bir değerlendirmenin yapılmamış olması önerinin, sosyal bilimler alanındaki hangi boşluğu nasıl gidereceği noktasını tam olarak açıklamamaktadır.           Çalışmanın teorik çerçevesi önerinin bütününden uzaktır. Kullanımlar ve doyumlar yaklaşımı ile yeniliklerin yayılımı yaklaşımının proje niçin yer aldığı belirsizdir. Bu yaklaşımların öneri ile ilişkilendirilmemiş olduğu görülmektedir."	2,00
"Proje önerisinde Türkiye'de para politikası ile gelir dağılımı arasındaki ilişkinin analiz edilmesi hedeflenmektedir. Öneri konusu olan para politikasının gelir dağılımı üzerindeki etkisinin araştırılacak olması değerlidir. Özellikle 2007-2008 krizi ile birlikte Merkez bankalarının gelir dağılımını etkileyip etkilemediği veya hangi kanallarla etkilediği yeniden gündeme gelmiştir. Ancak bu proje önerisinde TCMB’nin gelir dağılımı üzerindeki rolü geri planda bırakılarak sermaye akımları ön plana çıkarılmıştır. Sermaye akımları TCMB’nin parasal duruşunu etkilemektedir; ancak bu etki bir model çerçevesinde açıklanmamıştır. Bu bağlamda proje konusunun motivasyonu ile amaçları birbiriyle tutarlı değildir. Ayrıca, araştırmanın Türkiye için yapılmasının neden önemli olduğu açıklanmış olmakla birlikte Türkiye için yapılması durumunda parasal şoklar için hangi değişkenlerin kullanılacağı veya değişkenlerin nasıl ölçüleceği ifade edilmemiştir. Bunun yerine parasal şokların dönemsel olarak belirlenmesi planlanmıştır; ancak dönemsel bir analiz yapılırken para politikası şoklarının gelir dağılımı üzerindeki etkisinin nasıl ayrıştırılacağına dair bir açıklama yer almamaktadır. Buna ek olarak para politikasının gelir dağılımı üzerindeki etkisinin 5 farklı kanalla işlediği ve bu projede her bir kanala ilişkin ölçüm yapılacağı ifade edilmesine rağmen bu ölçümlerin hangi değişkenlerle yapılacağı, bu değişkenlere ilişkin bir veri elde etme sorununun bulunup bulunmadığı konusunda açıklama bulunmamaktadır. Bütün bu hususlar yöntemdeki eksikliklerle birlikte değerlendirildiğinde, projenin özgün değerini önemli ölçüde sınırlandırmaktadır. "	2,00
"Çalışma, Türkiye’deki işletmelerin türleri, kurumsal yönetişim özellikleri ve yaşam süreleri arasındaki ilişkinin değerlendirilmesini ve Türkiye’nin diğer ülkelerle kıyaslanmasına imkan veren boylamsal bir veri seti oluşturulmasını hedeflemektedir. Türkiye özelinde olmakla birlikte kurumsal yönetişim yazınına uluslararası düzeyde katkı yapabilecek bir çalışmadır. Hedeflenen katkılar özgündür ve sadece iktisat tarihi değil, örgüt kuramı ve iktisat sosyolojisi alanında çalışan araştırmacıların da ilgisini çekecek niteliktedir. Önerilen projenin özgün değeri yüksek olmakla birlikte aşağıda belirtilen hususlara dikkat edilmesi çalışmanın özgün değerini arttıracaktır:Çalışmanın kuramsal çerçevesi işletme yazınındaki makro kurumsal teori, iş sistemleri yaklaşımı, örgütsel biçimler ve örgütsel ekoloji perspektiflerini de kapsayacak şekilde genişletilebilir. Kurumsal bağlamın sadece hukuki değil, aynı zamanda ekonomik, siyasal, sosyal ve kültürel bağlamın da kapsama dâhil edilmesinde yarar vardır. Siyasal anlamda çok partili sisteme geçiş, darbeler; ekonomik anlamda serbest piyasa ekonomisine geçiş süreci ve ekonomik krizler; sosyal ve kültürel olarak iş görme tarzı ve gelenekler gibi faktörler de sınırlandırılarak araştırmaya dâhil edilebilir ya da bunların dönemsel olarak etkisi dikkate alınabilir."	4,20
"Proje, şirket sahiplerinin tanımadıkları insanlara karşı duydukları güvenin şirketlerindeki (a) yetki devri, (b) ortaklık kurma ve şirketi borsaya açma eğilimi ve (c) insan kaynakları politikası üzerindeki etkilerini incelemeyi hedeflemektedir. Türkiye’de bu konu tam da bu projede önermiş olduğu şekli ile çalışılmamış olsa da bu, projenin özgün bir katkı yaptığını düşünmek için yeterli değildir. Uluslararası literatürün bu konuda hangi boyutları seçtiği, bu projenin bu boyutları kullanmama nedenleri ve yerine seçtiklerinin Türkiye bağlamı açısından neden seçildiğinin gerekçeleri net bir şekilde açıklanmamıştır. Projenin sorunu açıklaması ve problemi tanımlaması bu açıdan yetersizdir. Yazına bakıldığında Bloom vd (2012), Bloom vd. (2014) ve Gür ve Bjorsnkov (2016) gibi sosyal güven ve yönetim uygulamalarının benzer ve farklı boyutları üzerine Türkiye'nin de dahil edildiği araştırmalar görülmektedir. Bu araştırmalara atıf yaparken, projede farklı boyutların ele alınacağı; dolayısıyla bu yönüyle diğer araştırmalardan farklılaşacağı belirtilmiştir. Bununla birlikte, farklı boyutların araştırılmasının önemi ve diğer araştırmaların bulgularıyla birlikte literatüre sağlayacağı katkı belirsizdir. Projenin amaçlar, hedefler ve literatür özeti kısımlarında sosyal güven ve yönetim uygulamaları arasındaki ilişkinin ekonomik büyüme ve kalkınma ile ilişkili olduğu belirtilmekle birlikte, projenin yaygın etkisinde sosyal güvenin Türkiye'de %10 olduğu ve bu güven-ya da güvensizlik- düzeyinin sosyal maliyetinin ortaya konacağı söylenmiştir. Bu ifadeler projenin özgün değeri konusunda yürütücü ve araştırmacıların kafalarının karışık olduğunu göstermektedir.Proje önerisinde güvenin, aile haricindeki kişiler ile ortaklık kurma ya da şirketi borsaya açma eğilimlerine etkisinin nedensellik açısından incelenmemiş olduğu belirtilmiştir. Ancak bu projede kullanılması planlanan yöntemler ile nedensellik ilişkisinin incelenmesi mümkün değildir. Bu husus yöntem kısmına ilişkin değerlendirmede açıklanmıştır.Proje, sosyal güvenin şirket yönetim uygulamalarına etkisini araştırmayı amaçlamaktadır. Ancak çalışmada şirket yönetim uygulamaları ile sosyal güven arasındaki ilişki net ve yeterli literatür desteği ile anlatılamamıştır. Proje son derece sınırlı bir literatür ile ve konu kapsam kısmında herhangi bir atıf yapmaksızın bir anlatım sonrasında hipotezlerin alt alta sıralandığı ve daha sonra konu ile ilgili ayrı bir literatür özetinin verildiği bir şekilde yazılmıştır. Bu durum çalışmanın hangi sorunsalı çözmeye yönelik olarak tasarlandığı ve bunun hangi kavram ve kuramlar aracılığıyla açıklanacağını ve nasıl bir özgün değer yarattığının tespit edilmesini güçleştirmektedir. Yukarıda açıklanan nedenlerden dolayı projenin özgün değer yaratma potansiyelinin oldukça sınırlı olduğu görülmektedir."	2,20
"Projenin temel amacı; Türkiye konut piyasasında oluşan fiyatların konut piyasasındaki arz ve talep koşullarındaki değişimler ile açıklanmasıdır. Projenin diğer hedefi ise, konut fiyatlarında bir balon oluşup oluşmadığına ve olası bir balonun boyutuna dair tahminlerde bulunmaktır. Proje önerisinde, Türkiye konut piyasası üzerine makroanaliz yöntemleri kullanılarak yapılmış herhangi bir çalışma bulunmadığı iddia edilmektedir. Ayrıca Türkiye konut piyasayı ile ilgili olarak ""yapılan çalışmaların hepsi mikro analiz yöntemleri kullanılarak yapılan çalışmalardır"" ifadesi tartışmalıdır. Yeterli bir literatür araştırmasının yapılmamış olması özgün değerin yeterince ifade edilememesi gibi bir sonuç ortaya koymuştur. Türkiye'deki konut fiyatı dinamikleri ve balon oluşması üzerine gerçekleştirilmiş kısıtlı sayıda da olsa akademik çalışmalar mevcuttur. Bu çalışmalara aşağıda yer alan kaynaklar örnek gösterilebilir. Ayrıca, mevcut haliyle projenin tanımladığı problemin çözümüne yönelik, kullanmayı hedeflediği yöntem konusunda ve son olarak kavramsal/kuramsal açıdan özgün ve yenilikçi bir katkıda bulunulmaması özgün değeri kısıtlayan bir diğer unsurdur.   Türkiye için halihazırdaki veri imkanları projenin amacını gerçekleştirmek için mevcut değildir. Şöyle ki, iller bazında makroekonomik, sosyal ve demografik değişkenleri sağlayan bir veri tabanı olup olmadığı proje önerisinden tespit edilememiştir. Bu veriler ulaşılabilir olsa dahi 7 il verilerinden oluşturulacak panel veri setinden elde edilecek bir tane denge fiyatından nasıl yararlanılacağı yeterince tartışılmamıştır.Proje önerisi genel olarak değerlendirildiğinde, konut fiyatlarında balon oluşmasının piyasa açısından önemi yeterince açıklanmaması, analizlerin hangi ekonometrik yöntem kullanılarak yapılacağının net olarak ortaya konulmaması ve elde edilmek istenen sonuçlara hangi aşamalar izlenerek ulaşılacağının yeterince açık olmaması, projenin özgün değerini kısıtlamaktadır.  (1) Sarı, R., B.T. Ewing, and B. Aydın (2007), Macroeconomic Variables and the Housing Market in Turkey, Emerging Markets Finance and Trade.(2) Coskun, Y. and A. Jadevicius (2017),Is there a Housing Bubble in Turkey?, Real Estate Management and Valuation.(3) Karasu, N. (2015), Understanding Real Estate Bubbles: An Analysis of the Recent Trends in the Turkish Housing Market, Published PhD Thesis, METU- Ankara.(4) Erol, I. (2015), “Türkiye’de Konut Balonu Var Mı? Konut Sektörü Kapitalizasyon Oranları Analizi”, Sayfa 323-344, Türkiye Ekonomisinin Dünü, Bugünü, Yarını, Derleyenler Emre Özçelik ve Erol Taymaz, İmge Kitabevi Yayınları, Ankara."	1,67
"Proje önerisinin amacı, imalat sanayii bağlamında çalışma koşullarının verimlilik üzerine olan etkisini araştırmaktır. İncelenecek çalışma koşulları girişim bazında ücret, iş kazası ve meslek hastalıkları gerçekleşme oranı, işgücü devir oranı, sendikalaşma ve toplu iş sözleşmesi yapılma oranı olarak belirlenmiştir. Verimlilik çalışan başına katma değer olarak tanımlanmıştır. Proje önerisinde kullanılacak olan veri idari veri olup farklı kaynaklardan toplanması planlanmaktadır. Proje önerisinin 2009-2015 döneminde üç ve daha çok çalışanı olan yaklaşık 100.000 girişimi kapsayacağı öngörülmektedir.Proje önerisinde, özgün değeri sınırlandıran temel hususlar aşağıdaki gibidir: Öznel iyilik hali ve kapasite yaklaşımının verimlilikle bağı tartışılmış olmasına rağmen nesnel çalışma koşullarının verimlilik üzerindeki etkileri yeterince tartışılmamıştır. İktisat yazınında çalışma koşullarının firma bazında nasıl belirlendiğine dair genel kabul görmüş bir teorik çerçeve mevcuttur. Araştırmacılar bu teorik çerçeveye atıfta bulunmamıştır. Mevcut ana akım dışında bir model önerisi de sunulmamıştır. Daha çok bazı kavramlar ayrı ayrı tartışılmış ve aralarında bir bağ kurulmamış; buradan hareketle bir model önerisi ortaya konmamıştır. Proje önerisinde seçilen bağımsız değişkenler üzerinden, gözlemlenemeyen öznel iyilik hali ile gözlemlenebilen nesnel çalışma koşulları arasındaki bağ kurulamamıştır.  Proje önerisinde Girişimci Bilgi Sistemi, Sosyal Güvenlik Kurumu ve Çalışma ve Sosyal Güvenlik Bakanlığı verilerinin birlikte kullanılması öngörülmektedir. Bu önerinin gerçekleşebilmesi için her üç kurumdan gelen verilerin girişim bazında eşleştirilebilmesi gereklidir. Veriler eşleştirilemediği takdirde çalışmanın girişim bazında yapılamama riski ortaya çıkmaktadır. Bu husus da projenin özgün değerini önemli ölçüde sınırlayacaktır. Çalışmada kurumsal verinin kullanılacak olması bir takım kısıtları da beraberinde getirmektedir. Örneğin, kurumsal veriden sadece kayıtlı işyerlerini ve bu işyerlerinde çalışan kayıtlı çalışanları görmek mümkün olacaktır. Dolayısıyla, eldeki verinin ne ölçüde ana kütleyi temsil ettiği sorusu gündeme gelmektedir. Kapsam meselesi proje önerisinde tartışılmamaktadır. "	2,60
