Özgün Deðer Rapor;Özgün Deðer
Ýstanbul’da tarihi özelliklere sahip kent merkezinde ortaya çýkan dönüþümü farklý boyutlarýyla incelemeyi amaçlayan projede 2000’li yýllarla birlikte daha da önem kazanan tarihi bir merkez olan Beyoðlu ve yakýn çevresinin dönüþümü ele alýnmaktadýr. Tarihi alanlarýn dönüþümü ile ilgili projeler genellikle konut alanlarý üzerine olagelmiþtir. Bu çalýþmada ise Beyoðlu ve çevresindeki ticari alanlarýn dönüþümü ele alýnacaktýr. Bu açýdan çalýþma özgün bir deðer taþýmaktadýr. Kavramsal çerçevesine dayanýklýlýk gibi güncel kavramlar da eklenmiþtir. Ayrýca, Ýstanbul’un önemli tarihi merkezlerinden olan Taksim Meydaný’ndan Ýstiklal Caddesi ve Karaköy’e uzanan bölgede yapýlmasý planlanan bu araþtýrma son zamanlarda hýzlý bir dönüþüm geçirmekte olan bir alaný kapsamaktadýr. Bu açýdan da önemli ve özgündür.  Özellikle farklý aktörler tarafýndan proje kapsamýnda önerilen çalýþma alanýndaki dönüþümün her boyutu ile ele alýnabileceði çalýþmanýn belediyeler için bir model olarak geliþtirilme çabasý da bir özgün katký olarak deðerlendirilebilir. Kentlerin kimliðinin bir aynasý olan tarihi kent merkezlerinde, ekonomik ve toplumsal olarak sürdürülebilir bir geliþmenin saðlanmasý için yaratýcý planlama yöntemleri ve araçlarýnýn geliþtirilmesi gerekir. Proje önerisi bu açýdan kentsel dönüþüm alanlarýnda uygulanabilecek yenilikçi bir yaklaþým ile katkýda bulunmaktadýr.  Bu araþtýrma, tarihi kent merkezlerinde gözlenen dönüþüm eðilimlerini tartýþmayý ve elde edilen ipuçlarýyla, daha katýlýmcý, içerici ve yaratýcý planlama ve yönetim yaklaþýmlarý geliþtirme hedefiyle özgün deðerlere sahiptir. Tarihi kent merkezlerinde ya da genel olarak kent planlama sürecinde kararlardan etkilenen tüm taraflarýn karar süreçlerine katýlmamasý/katýlamamasý yönündeki bir eksikliði giderebilme yönünde bir öneri getirmesi deðerli bulunmuþtur.;5,00
"Projede 19. yüzyýl baþýndan 20. yüzyýl ortasýna kadar, 150 yýl gibi çok geniþ bir zaman diliminde, Paris’in ve ayný dönemde Ýstanbul’un ulaþým planlamasýný ortaya koymak, hedef alýnan dönemde Paris ve Ýstanbul’un ulaþým planlamasýndaki benzerlikler ve farklýlýklarýn analizini yapmak ve ulaþým planlama faaliyetlerinin günümüze yansýyan olumlu olumsuz yönlerini deðerlendirmek, bu kentlerde ulaþým planlamasýnýn kültürel mirasa etkisini saptayarak konuyla ilgili araþtýrmacýlara “kaynaklar ve arþiv belgelerinden oluþan bir envanter sunarak” yapýlacak yeni bilimsel çalýþmalara bir arka plan hazýrlamak hedeflendiði belirtilmektedir.Proje önerisinde yer alan “daha önce hiçbir çalýþma Paris ve Ýstanbul kentlerinin, belirlenen tarih aralýðýnda ulaþým planlamalarýný ve bu planlama faaliyetlerinin kültürel miras üzerindeki etkilerini karþýlaþtýrmalý olarak analiz etmemiþ ve günümüze yansýyan etkilerini incelememiþtir. Osmanlý Döneminde etkili olmuþ, bu etkisini Cumhuriyet Döneminde de bir süre devam ettirmiþ, Fransýz hukuk sistemi, planlama deneyimleri ve ulaþým planlamasý kararlarýnýn Ýstanbul’da ne kadar etkili olduðu, Ýstanbul’da yapýlmak istenenin ne olduðu ve ne kadarýnýn gerçekleþtirilebildiðini araþtýrmak ve analiz etmenin oldukça ilginç olacaðý düþünülmektedir.” ifadesinde araþtýrma önerisinin katkýsýnýn “ilginç” olarak tanýmlanmasý ise öznel bir deðerlendirmedir.Durum saptamanýn ötesinde nasýl bir ürün elde edileceðine / karþýlaþtýrma sonuçlarýnýn tarihsel olarak nasýl bir bilgi açýðýný kapatacaðýna iliþkin açýklamalar, proje metninin özet ve özgün deðer bölümlerinde yeteri kadar ifade edilmemiþtir. Proje önerisi bu þekliyle bir envanter çalýþmasý olarak kabul edilebilir. Bu baðlamda proje önerisi; TÜBÝTAK proje öneri formunda yer alan “hangi eksikliði nasýl gidereceði veya hangi soruna nasýl bir çözüm getireceði ve / veya ilgili bilim /teknoloji alanlarýna metodolojik / kuramsal / kavramsal olarak nasýl bir katký saðlayacaðý” þeklinde belirtilen özgün deðer tanýmýna uygun bulunmamýþtýr.";1,40
Önerilen proje ile tarihsel süreçte oluþmuþ olan ve halen farklý kimlik temsillerinin mekânsal olarak izlenebildiði Ýzmir’in Bornova ilçesinin kent merkezinde, mekânsal kurgunun sosyal yaþam üzerindeki etkisinin incelenmesi amaçlanmýþtýr. Örnek olarak da 3 farklý kimliðin izlerinin olduðu alanlar belirlenmiþtir.  Projede ayrýca farklý kimliklerin temsillerinin mekân kurgusuna etkilerinin ve farklý karakterdeki mekânsal kurgularýn sosyal yaþam üzerindeki etkisinin tespit edilmesi hedeflenmektedir. Araþtýrmanýn kentsel mekân, kentsel mekândaki deneyimler ve kent kimliði arasýnda birbirini besleyen iliþkiyi ortaya çýkartma hedefi özgün bir deðer olarak kabul edilebilir. Bu açýdan proje önerisi ilgili akademik alanlarda özgün katkýlar saðlayacaktýr.  Proje çýktýsý olarak hedeflenen tasarým ilkelerinin belirlenmesi konusu ayný zamanda Çevre ve Þehircilik Bakanlýðý'nýn kentlere özgü kentsel tasarým kodlarýnýn oluþturulmasý çalýþmalarýna da bilimsel, akademik özgün bir katký olarak deðerlendirilebilir. Proje önerisinin ilk panel raporunda yapýlan öneriler doðrultusunda, özgün deðeri daha detaylý bir biçimde açýklanmaya çalýþýlmýþtýr. Öneride, özgün deðeri açýklamak için sözlü tarih çalýþmasý hakkýnda yeni bir içerik sunulmuþ ve projeye katkýlarý tartýþýlmýþtýr. Genel olarak, kimlik-insan-mekân üçlemesinde bir tartýþma yapýlmaktadýr. Proje ekibinin ilgili yazýna daha hâkim olduðu ve araþtýrma sorularýyla tercih edilen yöntemin birbirini desteklediði görülmektedir. Kentsel kamusal mekânlarýn hem fiziksel hem de sosyal baðlayýcýlýðýnýn tartýþýlmasý araþtýrmanýn özgün deðerini güçlendirmektedir.Bunlara ek olarak, öneride projenin özgün deðerinin ifade edildiði birçok açýklama söz konusudur. Bunlar:-Farklý kimlik temsillerinin mekânsal kurguya ve sosyal yaþama olan etkisinin iliþkiler bütünü çerçevesinde incelenecek olmasý,-Mekânsal kurgunun sosyal yaþam üzerindeki etkisi ve etkileþimini bilimsel bir araþtýrma ve sayýsal veriler ile destekleyerek gerçekleþtirilecek araþtýrmanýn, hipotezinin ve araþtýrma sorularýnýn sayýsal veriler ýþýðýnda çözümlenmesi,-Mekânsal kurguyu kent tarihi çerçevesinde inceleyecek olmasý, tarihsel süreci kentsel kamusal mekânlarýn oluþum süreçleri ile iliþkilendirmesi,-Farklý kültürel kimliklere sahip kentsel doku parçalarýný kimlik-mekân-insan iliþkisi içerisinde ele alarak kültürel mirasýn korunmasý alanýna girdi oluþturacak veriler elde edilmesini saðlayacak olmasý,-Farklý kimlik temsillerinin mekânsal kurgu üzerinde etkisi ve farklý kimliklerin temsil edildiði bölgelerde mekânsal yaþama etkisi gibi ikili sorgulamayý içermesidir.Yukarýda belirtilen özgün deðer açýklamalarý doðrultusunda proje önerisi, özellikle kendi meslek alanýna metodolojik/kavramsal/kuramsal katký verecek, bu alanýn dýþýnda yapýlacak uygulamalara yol gösterici bir fayda da saðlayabilecektir.;4,60
"Proje önerisi geliþmekte olan ülke baðlamýnda bir örgütsel formun oluþumu ve dönüþümünü, baðlamdaki deðiþimlerle etkileþimi de dâhil olmak üzere incelemeyi amaçlamaktadýr. Bu kapsamda önerinin hedefi, ""bir örgütsel form olarak Türk Tarým Kredi Kooperatifleri (TTKK)’nin kurumsal (yeniden) inþa süreci ve günümüze dek bu formun geçirdiði deðiþimleri gerekçe ve mekanizmalarýyla birlikte ortaya koymak"" olarak belirtilmektedir. Önerilen proje ile örgütsel formlarýn inþa ve kurumsal deðiþimine iliþkin ulusal ve uluslararasý yazýna çok seviyeli etkileþimler ve bunlarýn mekanizmalarýný açýklamak, kooperatifler ve kooperatifçilik ile ilgili ulusal ve uluslararasý yazýna tarihsel ve sosyolojik bir inceleme yapmak ve tarihsel kurumsallaþma araþtýrma alanýna yöntem bilimsel olarak sistematik bir yorumlamacý söylem analizi çerçevesi geliþtirerek katkýda bulunulmasý beklenmektedir.Proje önerisi, ortaya koyduðu eksiklik ve eksikliði gidermek için baþvurduðu yaklaþým açýsýndan örgüt kuramý yazýnýna özgün katký saðlama potansiyeli taþýmakla birlikte özgün deðere iliþkin aþaðýdaki hususlarýn dikkate alýnmasý önem taþýmaktadýr:Proje önerisinin literatür taramasý bölümünde ilgili kuramsal yaklaþýmlar ayrýntýlý biçimde tartýþýlmasýna raðmen, TTKK konusunun ilgili yazýn ya da yazýnlardaki hangi belirsizlikleri ya da eksiklikleri gidereceði belirsizdir. Örneðin, proje ekibinin kuramsal çerçevedeki bileþenleri birbirine baðlayan mekanizmalarý tanýmlayamamasý ya da bu mekanizmalarýn var olan teorilerdekilerden farklý ol(a)mamasý riski bulunmaktadýr. Bu da beraberinde kavramsal düzeyde katký verme olasýlýðýný azaltacaktýr. Proje önerisinde aktörün söylemine yansýyanýn ötesinde baðlamýn daha nesnel boyutlarýnýn nasýl ele alýnacaðý açýkça tartýþýlmamýþtýr. ";4,40
Önerilen çalýþmada yaþam tarzlarýnýn belirlenmesi için geçerliliði ve güvenilirliði kanýtlanmýþ bir ölçek geliþtirilmesi ve bu yeni ölçeði kullanarak Ýstanbul’daki farklý yaþam tarzlarý kümelerinin tespit edilmesi hedeflenmektedir. Proje ekibi yaþam tarzý kavramý ile doðrudan ya da dolaylý olarak ilgilenen literatürü taramýþ ve bu çalýþmalarda kullanýlan ölçekleri özetlemiþtir. Ancak literatür özeti çok uzun tutulmuþtur ve proje önerisinin hedeflerini net bir þekilde ortaya koyabilecek nitelikte analitik bir yaklaþýma sahip deðildir. Daha da önemlisi var olan çalýþmalardaki eksiklikler ve bu eksikliklerin ne þekilde giderileceði proje önerisinde yeterince açýklanmamýþtýr. Proje ekibi “Türkiye’deki çalýþmalarda uluslararasý literatürdeki ölçeklerin bazýlarýndan yararlanýlsa bile (örneðin, FÝF ve VALS2), çoðunluðunda araþtýrmacýlarýn kendi hazýrladýklarý sorularý kullanarak yaþam tarzlarýný tespit etmeye çalýþtýklarý”ný belirtmiþtir. Hangi araþtýrmada hangi ek unsurlarýn eklendiðinin belirtilmesi, mevcut ölçeklerin Türk hayat tarzýný yansýtmadaki yetersizliðini görmek ve proje önerisinin özgün deðerini daha iyi anlamak için oldukça önemlidir.Örneðin, Euromonitor International Consumer Lifestyles in Turkey 2014 çalýþmasýnda özellikle spor, yeme-içme alýþkanlýklarý, saðlýk ve esenlik ve tasarruf alýþkanlýk ve eðilimleri vb. çeþitli unsurlar incelenmiþtir. Ayrýca Internet ve sosyal medya kullanýmýnýn ötesinde teknoloji kullanýmýnýn da yaþam tarzlarýný belirleyen bir faktör olduðunu da gözden kaçýrmamak gerekir. Proje önerisinin özgün deðerinin netleþmesi için belirtilen unsurlarýn ve benzerlerinin etraflýca tartýþýlmasý ve hangilerinin ilerleyen süreçlerde dikkate alýnarak ölçüm modeline eklenmesinin düþünüldüðünün belirtilmesi uygun olacaktýr.Diðer taraftan proje önerisinde “Az sayýdaki uluslararasý ölçekleri kullanan çalýþmalarýn ise, ölçekleri Türk kültürüne adapte etmek yerine çevirmekle yetindikleri” belirtilmektedir. Çeviri ile elde edilen ölçeklerin geçerlilik ve güvenirlilik deðerlendirme sonuçlarýnýn belirtilmesi, zayýflýklarýnýn ayrýntýlý bir þekilde tartýþýlmasý ölçek geliþtirme niyetinin daha iyi anlaþýlmasýna yardým edecektir. Diðer bir ifade ile “ölçek geliþtirme” temalý bir araþtýrma olarak “mevcut ölçeklerin zayýflýklarý üzerinde” yeterince durulmalý, eksiklikler net ifadeler ile belirtilmelidir. ;2,40
Proje önerisinin amacý lisans düzeyinde turizm yükseköðretiminin kalite standartlarýný tespit etmek, turizm yükseköðretim kurumlarýnýn kullanacaðý kalite ölçeðini geliþtirmek ve bu ölçeðin kullanýlýþ þeklini uygulamalý gösteren ölçüm modelini ortaya koymak olarak belirtilmiþtir.Proje önerisinin özgün deðerini sýnýrlandýran önemli eksikliklere aþaðýda yer verilmiþtir:Araþtýrmanýn teorik altyapýsý zayýftýr, ulusal ve uluslararasý çapta kullanýlacak bir ölçek geliþtirme iddiasýnda bulunulan bir araþtýrmada en azýndan Türk Turizm Yükseköðretim Kurumlarýnýn yapýsý, kapasiteleri, eðitim içerikleri-müfredatlarýna dair sistematik bir durum analizi yapýlmasý gereklidir. Genel olarak yüksek öðretim kalite ölçümü konusunda YÖK tarafýndan açýklanan mevzuat ve ölçüm yaklaþýmlarýnýn taramasý yapýlarak buradan turizme aktarýlabilecek olanlarýn hangileri olduðunun tartýþýlmasý ve geliþtirilecek ölçek içinde potansiyel olarak nasýl yer alabileceklerinin ve ölçeðe nasýl eklenebileceklerinin tartýþýlmasý gerekmektedir.Önerilen çalýþmada mevcut ölçeklerin neden yetersiz kaldýðý ve geliþtirilecek ölçeðin mevcut ölçeklere nasýl bir katký saðlayacaðý açýk olarak belirtilmemiþtir. Sunulan literatür özetinin derinliðinin az olmasý ve eðitim kalitesi ile ilgili özgün literatürü yansýtmamasý bu sorunu daha da büyütmektedir. Özellikle eðitim kalitesi ve hizmet kalitesi kavramlarý arasýndaki farklarýn proje önerisinde net biçimde ortaya konmadýðý görülmektedir. Ýlgili literatürde genel olarak yükseköðretimde hizmet kalitesinin ölçülmesine yönelik çeþitli ölçme yöntemleri ve ölçek denemeleri (örn. HEdPERF) bulunmaktadýr. Buna bir diðer örnek ise turizm alanýndaki TEDQUAL’dir. Proje önerisinde bu tür çalýþmalar tartýþýlmalý ve geliþtirilecek olan ölçekle ne tür yeni katkýlar yapýlacaðý netleþtirilmelidir.Proje ekibine eðitim alanýndan bir kiþinin dahil edilmesinin proje içeriðine eðitim bakýþ açýsýnýn da kazandýrýlabilmesi açýsýndan önemli olduðu düþünülmektedir.Çalýþmanýn metodolojisinin kurgulanmasý ile ilgili detaylar net olmadýðýndan bu amaca yönelik ölçeðin detaylarý ve ölçmede nasýl kullanýlacaðý anlaþýlamamaktadýr.  Sonuç olarak yukarýda belirtilen eksiklikler nedeniyle proje önerisinin özgün deðerinin yetersiz olduðu düþünülmektedir. ;1,00
Önerilen projenin temel amacý yeni bir fon derecelendirme modeli geliþtirmek ve geliþtirilecek bu modelin yatýrýmcýnýn fon tercihi sürecine katkýsýný incelemektir. Model 7 farklý performans ölçüm yaklaþýmýný dikkate alacaktýr ve fonlar 77 farklý performans ölçütü ile deðerlendirilecektir.Proje önerisinin finans alanýna kavramsal olarak özgün katkýda bulunmasý için tamamlamasý gereken bir takým eksiklikleri bulunmaktadýr:Önerilen projenin mevcut çalýþmalardan nasýl farklýlaþtýðý net biçimde ortaya konulmamýþtýr.Proje önerisinde mevcut literatüre yeterince yer verilmemiþtir. Performans ölçümünde önemli olduðu akademik yazýnda gösterilmiþ olan yatýrým stili ve fon portföyünün içeriði gibi faktörler göz önüne alýnmamýþtýr. Önerilen proje ile amaçlanan dünyada yaygýn olarak kullanýlan performans deðerlendirme tekniklerini kullanarak Türk yatýrýmcýlara fon seçiminde yardýmcý olacaðý öngörülen bir fon deðerlendirme platformu oluþturmaktýr. Bu amacýn akademikten olmaktan çok uygulamalý yarar saðlamaya yönelik olduðu söylenebilir. Bu bakýmdan projenin özgün deðeri sýnýrlý bulunmuþtur.;2,60
Önerilen çalýþmada omnichannel perakendeciliðin tüketici boyutunu incelenmektedir. Temel olarak yakýn gelecekte bu kanal yapýsýný kullanma durumunda olacak olan tüketicilerin bu yeni kanal yapýsýný kabul ve benimseme düzeylerini anlamak amaçlanmaktadýr. Konu teknoloji kabulü yazýný çerçevesinde incelenmekte ve bu alanda yeterli bilgi birikiminin olmadýðý belirtilmektedir. Literatürde yaygýn olarak kullanýlan TAM ve UTAUT gibi modeller omnichannel perakendeciliðin Türk tüketiciler tarafýndan ne denli benimsenip benimsenmediðini anlamak için kullanýlacaktýr. Çalýþma literatürde mevcut olan yaklaþýmlarý ve ölçekleri yeni bir kategoride ve Türkiye örneðinde kullanmaktadýr. Proje önerisinin en önemli problemi kurgusunun yeterli detayda ortaya konulmamýþ olmasýdýr. Araþtýrmanýn problemi net olarak tanýmlanmamýþ, araþtýrma modeli yeterince açýklanmamýþtýr. Proje önerisinde herhangi bir hipotez sunulmamýþ, araþtýrmanýn keþifsel bir çalýþma olup olmadýðý da belirtilmemiþtir. Bu durum projenin özgün deðerinin net bir biçimde ortaya konulamamasýna neden olmaktadýr. Ayrýca proje önerisinin baþlýðýnda omni-channel Perakendecilik uygulamalarýna yönelik iþletme perspektifinin de yer alacaðýnýn belirtilmesine raðmen yalnýzca öðrencilerden veri toplanacak olmasý önemli bir eksiklik olarak görülmektedir. Bu eksikliðin giderilmesi için örnekleme iþletmelerin dâhil edilmesi ve dâhil edilecek iþletmelerden Özel Ýzin Belgesinin temin edilmesi gerekecektir. Araþtýrmanýn özgün deðerini sýnýrlandýran bir diðer husus çalýþmanýn kuramsal zayýflýklarýdýr. Çalýþma revize edilmiþ teknoloji kabul modelini kullanmaktadýr. Bu model teknoloji - tüketici etkileþimi alanýnda sýklýkla incelenmiþ olan bir teorik yaklaþýmdýr. Ancak, omci-channel uygulamalarýnýn hem fiziksel hem de yeni teknolojilerin altyapý oluþturduðu dijital kanallarý da bünyesinde bulundurmasýndan dolayý, nasýl geniþleyeceðinin ve eklenecek yeni boyutlarýn neler olacaðýnýn daha geniþ tartýþýlmasý gerekmektedir. Venkatesh vd.'nin (2003) geliþtirdikleri modelin ilerisine gidilmesinde ve bu çoklu kanal uygulamasýnda karþý karþýya kalýnan diðer unsurlarýn (örneðin, sipariþin çoklu kanaldan geri toplanmasýnýn zorluklarý gibi) yeniden ele alýnmasýnda ve modele eklenmesinde fayda vardýr. Proje bu haliyle Venkatesh vd. (2003) boyutlarý üzerinden bir durum tespiti konumunda kalmaktadýr. Sonuç olarak yukarýda belirtilen eksiklikler nedeniyle proje önerisinin özgün deðerinin yetersiz olduðu düþünülmektedir. ;1,00
Proje önerisinin amacý öðrencilerin okul ve okul dýþý iyi-oluþ, mutluluk, kendini toplama gücü, iyimserlik, motivasyon, iletiþime açýklýk, duygusal farkýndalýk ve empati gibi duyuþsal özellikleri ölçmede kullanýlabilecek bütünleþik ve boylamsal bir ölçme modeli önermektir. Proje önerisinde açýklanan çalýþma sosyal-duygusal becerilerin ölçülmesine yeni bakýþ açýlarý getirmesi, geleneksel maddelerin (ölçeklerin) yaný sýra yenilikçi maddelerin kullanýlmasý, geleneksel ve temel düzeydeki istatistiksel analizler yerine örtük özellik büyüme modelleri gibi geliþmiþ analizleri kullanmasý açýsýndan özgünlük içermektedir. Proje önerisinde gözlenen bir baþka özgün deðer ise deðiþkenlere iliþkin bütünleþik ve boylamsal bakýþ açýsýdýr.Bununla birlikte proje önerisinin uluslararasý literatürdeki benzer çalýþmalardan farký net olarak ortaya konulmamýþtýr. Bu durum da proje önerisinin özgün deðerini sýnýrlamaktadýr.;4,00
"Proje önerisinde, ulusal literatürde web tabanlý küresel iklim deðiþikliði eðitimi ile ilgili çalýþmalara pek rastlanmadýðý için önerilen projenin literatüre bu anlamda katký saðlayacaðý belirtilmiþtir. Ancak geliþtirilmesi hedeflenen web tabanlý öðretim modüllerinin içeriði; konu ile ilgili mevcut eksiklik ya da problemlerin bu modüllerle nasýl giderileceði; ayrýca uluslararasý düzeyde yapýlan araþtýrmalar göz önünde bulundurulduðunda önerilen projenin rolünün ne olduðunun yeterince açýklanmamýþ olmasý metodolojik/kavramsal/kuramsal açýdan özgün deðeri düþürmektedir.Proje önerisinde özgün deðeri sýnýrlandýran baþlýca hususlar aþaðýda belirtilmiþtir;Proje önerisinde kavram yanýlgýlarý olduðu belirtilmiþ olmakla birlikte,literatüre dayaý olarak söz konusu kavram yanýlgýlarýnýn neler olduðu, bu kavram yanýlgýlarýnýn giderilmesi için literatürde var olan modeller (kavramsal deðiþim modelleri) dikkate alýnmamýþtýr. Bu açýklamalar modeller dikkate alýnmadan web tabanlý öðrenme araçlarý yardýmý ile kavram yanýlgýlarýnýn giderileceði öngörüsü literatüre dayalý bir temelden yoksun gözükmektedir. Web tabanlý öðretim modüllerinin uygulanma gerekçesi tam olarak ortaya konmamýþtýr. Literatür incelendiðinde çalýþmalarýn çoðu tek baþýna web tabanlý uygulamanýn öðrencilerin ve öðretmenlerin kavramsal anlamalarýna anlamlý düzeyde katký saðlamadýðýný göstermektedir, oysa karma deneysel desenli çalýþmalarýn olumlu katkýlar saðladýðý yönündeki araþtýrmalar daha fazladýr. Literatürdeki bu çalýþmalar bu çalýþmanýn özgün deðerini tehdit etmektedir. Literatür bu bulgulara raðmen bu çalýþmanýn varsa özgün deðerini arttýran bulgu ve gerekçeler ayrýntýlý olarak bahsedilmelidir.Ele alýnan konu önemli olmakla birlikte, literatürde var olan bu birikime nasýl bir katký saðlayacaðý veya ondan nasýl yararlanýlacaðý açýk bir þekilde belirtilmemiþtir. Proje önerisinin literatür kýsmýnda belirtildiði gibi öðretmen, öðretmen adayý ve öðrencilerin bu konularla ilgili kavramsal anlamalarýný/bilgi düzeylerini inceleyen ulusal ve uluslararasý birçok çalýþmanýn olmasý ve uluslararasý bazý çalýþmalarda teknoloji destekli araçlarla yapýlan etkinliklerin ele alýnmasý çalýþmanýn özgün deðerini azaltmaktadýr. Proje önerisi kapsamýnda hazýrlanacak olan web tabanlý öðretim modüllerinin hedef kitlesi açýk deðildir. Proje önerisinde bu modüllerin hem öðretmenlerin bu konularda bilimsel bilgi kazanmalarýný saðlayacaðýný hem de bu konularý öðrencilerine öðretirken kullanabilecekleri bir öðretim materyali olduðu ifade edilmiþtir. Önerilen projede amaç olarak öðretmenlerin küresel ýsýnma ve iklim deðiþikliði ile ilgili kavramsal anlamalarýný belirlenerek, bu doðrultuda öðretim modüllerinin hazýrlanacaðý ve bu modüllerin uygulanarak öðrencilerin kavramsal anlama ve çevre okuryazarlýk düzeyine etkisinin inceleneceði belirtilmiþ ama öðrencilerin bu konularda kavramsal anlamalarý, zorluklarý ve öðrenme ihtiyaçlarý belirlenmeden onlara yönelik nasýl etkili bir öðretim modülü hazýrlanacaðý belirgin deðildir. Ayrýca, hazýrlanacak olan bu öðretim modülünün temel prensipleri hakkýnda da yeterli bilgi verilmemiþtir. Öðrencilere yönelik hazýrlanan fen bilimleri ve sosyal bilgiler öðretim programlarý kazanýmlarý dikkate alýnarak hazýrlanacak web modüllerinin öðretmenlere nasýl bir katkýsý olacaðý açýkça ifade edilmemiþtir.Yönetim düzeninde içerik geliþtirecek araþtýrmacýlar ile yazýlým altyapýsýný ve içeriðini oluþturmak üzere hizmet alýmý yapýlacak ekip arasýnda nasýl bir çalýþma modeli oluþturulacaðý açýklanmamýþtýr. ";1,75
"Proje önerisinde, riskli davranýþlarýn farklý baðlamlarda incelenecek olmasý önemli bulunmuþtur. Proje önerisi riskli davranýþlar konusunda farkýndalýðý artýrma potansiyeli açýsýndan özgünlük taþýmaktadýr. Bununla birlikte aþaðýdaki nedenlerden dolayý proje önerisinin özgün deðeri yetersiz bulunmuþtur;Proje önerisinin hedeflerinden biri mevcut PDR lisans programlarýnýn riskli davranýþlar baðlamýnda deðerlendirilmesini içermektedir. Ancak öneride herhangi bir program deðerlendirme modeline veya program deðerlendirme süreçlerine yer verilmemiþtir.Proje önerisinde ifade edilen 1. 2. 3. ve 7. hedefler projenin literatür taramasýný içeren ön hazýrlýk aþamasýnda tamamlanmasý gereken çalýþmalardýr. Ýlgili hedeflerin projenin temel amaçlarý arasýnda yer almasý proje önerisinin özgün deðerini olumsuz etkilemektedir.Literatürdeki çok sayýda taným ve tartýþma göz önünde bulundurularak “riskli davranýþlar” kavramýnýn operasyonel olarak tanýmlanmamýþ olmasý önemli bir eksikliktir. Emniyet kayýtlarýndaki riskli davranýþ sýnýflandýrýlmasý ile okullarda rehber öðretmenlerin karþýlaþtýðý riskli davranýþlar örtüþmeyebilir. Bu durumda rehber öðretmenlerden elde edilecek veriler ile riskli davranýþlarýn yaygýnlýðý hakkýnda geçerli bilgi elde edilemeyebilir. Bu husus öneride tartýþýlýp açýklýða kavuþturulmamýþtýr.Proje önerisinde riskli davranýþlara iliþkin kuramsal açýklamalara ve modellere yer verilmemiþtir. Riskli davranýþlar geliþimsel yönüyle ele alýnmamýþ, ergen geliþimi kapsamýnda olumlu ve olumsuz yönleriyle tartýþýlmamýþtýr. Bu durum araþtýrmanýn özgün deðerini düþürmektedir.Yurtiçinde ve yurtdýþýnda yapýlan araþtýrmalar (örneðin TBMM Komisyon Raporu, Yeþilay Türkiye Baðýmlýlýkla Mücadele Eðitim Programý, 106K332 numaralý Ergenlikte Riskli Davranýþlarýn Yaygýnlýðýnýn Belirlenmesi ve Azaltýlmasý: Okul Temelli Bir Proje’ ve 110K430 numaralý `Lise Öðrencilerinde Riskli Davranýþlarýn Ýncelenmesi’ TÜBÝTAK projeleri) yeterince tartýþýlmamýþtýr.Dinamik bir süreç olan program deðerlendirme çalýþmalarý Yüksek Öðretim Kurumu tarafýndan güncellenmeye çalýþýlmaktadýr. Bu amaçla 2017 yýlý içerisinde PDR programlarý da dâhil birçok lisans programý gözden geçirilmekte bu amaçla çalýþtaylar yapýlmaktadýr. Devam eden bu çalýþmalarýn projeyi nasýl etkileyeceði tartýþýlmamýþ ve proje hedefleriyle iliþkilendirilmemiþtir";1,40
Proje önerisinin amacý Anadolu Okul Öncesi Matematik (ANOMAT) Beceri Ölçeðinin maddelerinin yeniden gözden geçirilmesi ve daha geniþ bir örneklem grubu üzerinde bir geçerlik güvenirlik çalýþmasýnýn yapýlmasý, ardýndan da Türkiye norm çalýþmasýnýn gerçekleþtirilmesidir. Önceki panel raporunda belirtilen “ANOMAT ölçeði norm geliþtirmeye hazýr bir ölçek deðildir”  eleþtirisine dönük eksiklikler devam etmektedir. Proje öneri metninde söz edilen “uzman görüþü alýnarak deðerlendirilmesi” yeterli görülmemiþtir. Ölçülecek yapýyla ilgili kavramsal açýklamalar yetersizdir. Ölçülmesi planlanan deðiþkenin (yetenek, beceri, baþarý) kavramsal yapýsý yeterince açýklanmamýþtýr.Norm çalýþmasý yapýlýrken sýnýrlý sayýda deðiþkenin dikkate alýnarak normlarýn oluþturulmasý elde edilen bulgularýn genellenebilirliðini sýnýrlamaktadýr. Bir baþka deyiþle, belirlenen deðiþkenlerle oluþturulan normlarýn yetersiz kalacaðý düþünülmektedir.  Yukarýda sözü edilen hususlar proje önerisinin özgün deðerini sýnýrlamaktadýr.  ;2,40
